Game Number,Agent Name,Balance,Games Won
131,Agent 994,0.0,2
131,Agent 1012,0.0,0
131,Agent 1013,0.0,0
131,Agent 1014,0.0,0
131,Agent 1015,0.0,0
131,Agent 1016,0.0,0
131,Agent 1017,0.0,0
131,Agent 1018,0.0,0
131,Agent 1019,0.0,0
131,Agent 1005,302008.76,2
132,Agent 1020,0.0,0
132,Agent 1021,0.0,0
132,Agent 1022,0.0,0
132,Agent 1023,0.0,0
132,Agent 1024,100000.0,1
132,Agent 1025,0.0,0
132,Agent 1026,0.0,0
132,Agent 1027,0.0,0
132,Agent 1028,0.0,0
132,Agent 1005,292008.76,2
133,Agent 1005,155687.95161600003,2
133,Agent 1029,0.0,0
133,Agent 1030,0.0,0
133,Agent 1031,0.0,0
133,Agent 1032,191854.0,1
133,Agent 1033,0.0,0
133,Agent 1034,0.0,0
133,Agent 1035,0.0,0
133,Agent 1036,0.0,0
133,Agent 1024,0.0,1
134,Agent 1040,23.520000000000437,0
134,Agent 1041,23.520000000000437,0
134,Agent 1042,23.520000000000437,0
134,Agent 1043,23.520000000000437,0
134,Agent 1044,23.520000000000437,0
134,Agent 1005,145711.47161600002,2
134,Agent 1032,181877.52,1
134,Agent 1037,23.520000000000437,0
134,Agent 1038,23.520000000000067,0
134,Agent 1039,99787.52,1
135,Agent 1032,497375.48088729597,2
135,Agent 1039,0.0,1
135,Agent 1045,0.0,0
135,Agent 1046,0.0,0
135,Agent 1047,0.0,0
135,Agent 1048,0.0,0
135,Agent 1049,0.0,0
135,Agent 1050,0.0,0
135,Agent 1051,0.0,0
135,Agent 1005,0.0,2
136,Agent 1052,294972.0,1
136,Agent 1053,0.0,0
136,Agent 1054,0.0,0
136,Agent 1055,0.0,0
136,Agent 1056,0.0,0
136,Agent 1057,0.0,0
136,Agent 1058,0.0,0
136,Agent 1059,0.0,0
136,Agent 1060,0.0,0
136,Agent 1032,146201.6618661888,2
137,Agent 1032,96903.56330633216,2
137,Agent 1061,137066.0,1
137,Agent 1062,0.0,0
137,Agent 1063,0.0,0
